,AwardID,Group,Region,"Claim Type 1: Breach of Contract,Breach of Implied Contract",Claim Type 2: QuasiContractual Claims,Claim Type 3: Breach of Fiduciary Duty,Claim Type 4: Negligence,Claim Type 5: Failure to Supervise/Negligent Supervision,Claim Type 6: Fraud,Claim Type 7: Unjust Enrichment,Claim Type 8: Suitability or Unsuitability,Claim Type 9: Misrepresentation,Claim Type 10: Unauthorized Trading,Claim Type 11: Churning,Claim Type 12: Failure to Execute,Claim Type 13: Breach of Promissory Note,Claim Type 14: Conversion 1,Claim Type 15: Violation of Securities Laws/Regulations,Claim Type 16: Employment Related Claims,Claim Type 17: Other,Length of Case,Winner
12452,07-00476,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,438.0,Claimant
12453,07-01434,Group 3: One Attorney,Northeast,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,361.0,Claimant
12455,07-02382,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.0,Claimant
12456,06-04165,Group 3: One Attorney,South,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,593.0,Claimant
12457,07-01762,Group 3: One Attorney,West,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,326.0,Claimant
12458,07-01815,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,Respondent
12459,07-03195,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0,Claimant
12460,06-05229,Group 3: One Attorney,Northeast,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,501.0,Claimant
12461,04-07141,Group 2: One Non-Attorney,Northeast,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1295.0,Claimant
12462,07-01458,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.0,Claimant
12463,07-01651,Group 3: One Attorney,South,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,336.0,Claimant
12465,07-01694,Group 3: One Attorney,Midwest,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,329.0,Claimant
12466,07-00689,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,423.0,Respondent
12467,07-00898,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.0,Claimant
12468,07-01185,Group 2: One Non-Attorney,Northeast,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,377.0,Claimant
12469,07-01427,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,359.0,Claimant
12470,07-01526,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,346.0,Claimant
12471,07-02129,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0,Claimant
12472,07-00375,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0,Respondent
12473,07-03173,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Claimant
12474,07-03172,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Respondent
12475,07-03176,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Claimant
12477,07-02924,Group 3: One Attorney,South,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,198.0,Respondent
12478,04-00393,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.0,Claimant
12479,07-00148,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.0,Claimant
12480,07-00969,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.0,Claimant
12481,08-00765,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,Claimant
12482,06-03776,Group 3: One Attorney,Midwest,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609.0,Claimant
12483,07-01075,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.0,Claimant
12485,07-02168,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0,Claimant
12486,06-02570,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.0,Claimant
12487,07-01303,Group 3: One Attorney,South,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,364.0,Claimant
12488,07-01705,Group 3: One Attorney,South,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,323.0,Claimant
12489,07-00359,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.0,Claimant
12490,07-00736,Group 3: One Attorney,Northeast,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,408.0,Claimant
12493,07-03084,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.0,Respondent
12494,07-02163,Group 1: Pro Se,West,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.0,Claimant
12495,07-00471,Group 3: One Attorney,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.0,Claimant
12496,07-03237,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,Claimant
12497,07-03181,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,Claimant
12498,07-03178,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,Claimant
12499,07-03191,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,Claimant
12500,07-03180,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,Claimant
12501,07-01821,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,310.0,Claimant
12502,07-00925,Group 3: One Attorney,South,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,396.0,Respondent
12503,07-01361,Group 3: One Attorney,South,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,358.0,Claimant
12504,07-00688,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,412.0,Claimant
12505,07-02834,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0,Claimant
12506,07-01928,Group 2: One Non-Attorney,Northeast,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,292.0,Respondent
12510,07-03171,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,Claimant
12511,07-03187,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,Claimant
12512,07-02945,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0,Claimant
12513,07-03169,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,Claimant
12514,07-02675,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,Claimant
12515,07-02674,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,Claimant
12516,06-04530,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.0,Claimant
12517,05-06100,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.0,Claimant
12518,07-00293,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,439.0,Claimant
12519,03-00161,Group 3: One Attorney,South,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1918.0,Claimant
12520,07-02929,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,Claimant
12521,07-03186,Group 2: One Non-Attorney,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,Claimant
12522,07-02620,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,Claimant
12523,07-01977,Group 3: One Attorney,Northeast,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Claimant
12524,06-03445,Group 3: One Attorney,Midwest,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,Claimant
12525,06-01341,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,753.0,Respondent
12526,04-04060,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403.0,Claimant
12527,06-01261,Group 3: One Attorney,Midwest,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,756.0,Claimant
12528,07-02790,Group 1: Pro Se,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.0,Respondent
12529,07-02340,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239.0,Claimant
12530,06-03860,Group 3: One Attorney,South,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,588.0,Respondent
12531,06-02137,Group 3: One Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,707.0,Respondent
12532,07-03004,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,Claimant
12533,07-02995,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0,Claimant
12534,06-04996,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.0,Claimant
12535,07-00115,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,448.0,Claimant
12536,06-05156,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,485.0,Claimant
12537,07-01262,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.0,Respondent
12539,07-01888,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.0,Claimant
12540,03-09085,Group 4: Multiple Representatives,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.0,Respondent
12541,07-00916,Group 1: Pro Se,Northeast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,378.0,Respondent
12542,07-01100,Group 3: One Attorney,South,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,359.0,Respondent
12543,07-00168,Group 2: One Non-Attorney,Northeast,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,434.0,Respondent
12544,06-04074,Group 3: One Attorney,South,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,567.0,Claimant
12545,07-02806,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,Claimant
12546,06-01656,Group 3: One Attorney,South,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,735.0,Claimant
12547,07-01980,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,268.0,Claimant
12549,07-00489,Group 1: Pro Se,Northeast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,416.0,Claimant
12550,07-01862,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0,Claimant
12551,97-00418,Group 1: Pro Se,West,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4077.0,Respondent
12552,07-02138,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,Claimant
12553,07-01583,Group 1: Pro Se,South,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,324.0,Respondent
12554,06-04197,Group 3: One Attorney,Northeast,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,537.0,Claimant
12555,06-04256,Group 3: One Attorney,Northeast,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,537.0,Claimant
12556,07-02723,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,Respondent
12557,06-04423,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,538.0,Claimant
12558,06-02054,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.0,Claimant
12560,07-02329,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0,Claimant
12561,07-01620,Group 3: One Attorney,Midwest,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,307.0,Claimant
12564,07-02087,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.0,Claimant
12565,05-06277,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,834.0,Claimant
12566,07-00317,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.0,Claimant
12567,06-04950,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.0,Claimant
12568,07-02304,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,Claimant
12569,07-02274,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0,Claimant
12570,07-01726,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.0,Claimant
12571,04-05610,Group 3: One Attorney,Northeast,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1322.0,Claimant
12572,06-04110,Group 2: One Non-Attorney,South,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,565.0,Claimant
12573,07-00520,Group 4: Multiple Representatives,South,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.0,Claimant
12574,05-00757,Group 2: One Non-Attorney,South,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1136.0,Claimant
12575,04-01248,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Claimant
12576,03-07132,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631.0,Respondent
12577,08-00615,Group 4: Multiple Representatives,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0,Respondent
12578,06-03481,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,601.0,Respondent
12579,07-00300,Group 3: One Attorney,Northeast,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,413.0,Claimant
12580,06-01289,Group 3: One Attorney,Northeast,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,736.0,Claimant
12581,06-03827,Group 1: Pro Se,Northeast,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,575.0,Respondent
12582,07-02342,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,Claimant
12583,00-01921,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.0,Respondent
12584,07-02737,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,Respondent
12585,07-02405,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,Claimant
12586,06-01622,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.0,Claimant
12587,07-01148,Group 2: One Non-Attorney,Midwest,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,341.0,Respondent
12588,07-01982,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0,Claimant
12589,06-00575,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.0,Claimant
12590,06-03305,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609.0,Claimant
12592,07-01242,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,332.0,Respondent
12593,07-00190,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.0,Claimant
12594,07-01744,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0,Claimant
12595,07-02659,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,Respondent
12596,07-02745,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,Claimant
12597,06-04192,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.0,Respondent
12598,04-08117,Group 3: One Attorney,Midwest,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.0,Claimant
12599,06-05062,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.0,Claimant
12600,06-03840,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,567.0,Respondent
12601,06-05235,Group 3: One Attorney,Midwest,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,456.0,Claimant
12602,06-03270,Group 2: One Non-Attorney,South,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,613.0,Claimant
12603,07-01594,Group 1: Pro Se,South,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,298.0,Claimant
12604,06-05255,Group 3: One Attorney,South,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,469.0,Claimant
12605,07-01145,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.0,Claimant
12606,06-04508,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.0,Respondent
12607,07-02787,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,Claimant
12608,07-00724,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.0,Claimant
12609,06-04978,Group 3: One Attorney,Midwest,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,478.0,Claimant
12610,06-02977,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.0,Claimant
12611,07-00944,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,353.0,Respondent
12612,06-04597,Group 3: One Attorney,South,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510.0,Claimant
12613,06-05202,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.0,Claimant
12615,06-05197,Group 3: One Attorney,South,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,821.0,Claimant
12617,07-02470,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,Claimant
12619,06-05365,Group 3: One Attorney,South,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.0,Respondent
12621,06-04822,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.0,Claimant
12622,06-02039,Group 2: One Non-Attorney,South,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,679.0,Claimant
12623,07-01363,Group 3: One Attorney,South,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,312.0,Respondent
12624,07-00114,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,411.0,Claimant
12625,06-04970,Group 3: One Attorney,South,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,470.0,Claimant
12627,06-01760,Group 3: One Attorney,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.0,Claimant
12628,07-00470,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Claimant
12629,03-08035,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.0,Claimant
12630,07-02691,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,Claimant
12631,07-02669,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,Claimant
12632,07-01276,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,Claimant
12633,06-04084,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.0,Claimant
12634,07-01752,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.0,Claimant
12635,05-01212,Group 3: One Attorney,Northeast,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1084.0,Claimant
12636,06-04641,Group 2: One Non-Attorney,South,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,495.0,Claimant
12637,04-05795,Group 1: Pro Se,Northeast,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1289.0,Respondent
12638,07-01874,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,Claimant
12639,04-04140,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348.0,Respondent
12640,07-02020,Group 3: One Attorney,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.0,Claimant
12641,07-02532,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0,Claimant
12642,07-00017,Group 3: One Attorney,Midwest,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,443.0,Claimant
12643,06-05397,Group 3: One Attorney,South,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,420.0,Claimant
12644,06-05400,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.0,Claimant
12646,05-04113,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928.0,Claimant
12647,07-01431,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,Claimant
12648,03-02675,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786.0,Respondent
12649,07-00213,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,393.0,Claimant
12650,05-02411,Group 3: One Attorney,Midwest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,995.0,Claimant
12651,06-05130,Group 3: One Attorney,West,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,449.0,Claimant
12653,05-05660,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.0,Claimant
12654,07-00795,Group 1: Pro Se,South,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,Claimant
12655,06-04146,Group 3: One Attorney,Northeast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,523.0,Claimant
12656,07-02095,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,Respondent
12657,07-01105,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.0,Claimant
12658,07-01315,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,297.0,Claimant
12659,07-00970,Group 3: One Attorney,Midwest,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,330.0,Claimant
12660,07-01661,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.0,Respondent
12661,07-00117,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.0,Claimant
12662,07-01236,Group 2: One Non-Attorney,South,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,304.0,Claimant
12663,07-00753,Group 3: One Attorney,Midwest,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,344.0,Claimant
12664,06-02146,Group 4: Multiple Representatives,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.0,Respondent
12665,05-04256,Group 3: One Attorney,South,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,913.0,Claimant
12667,07-01189,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.0,Claimant
12668,07-01001,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,328.0,Claimant
12669,07-02563,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,Claimant
12670,07-00798,Group 3: One Attorney,South,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,338.0,Claimant
12672,07-00183,Group 3: One Attorney,Northeast,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,884.0,Claimant
12673,07-02180,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,Claimant
12674,07-01794,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.0,Claimant
12675,06-04383,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.0,Respondent
12676,07-01351,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.0,Claimant
12677,06-00091,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,763.0,Respondent
12678,07-01213,Group 3: One Attorney,Northeast,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,298.0,Respondent
12679,05-06708,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.0,Claimant
12680,06-04080,Group 2: One Non-Attorney,South,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,528.0,Claimant
12681,06-04088,Group 3: One Attorney,South,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,521.0,Claimant
12682,07-01808,Group 1: Pro Se,Midwest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,Claimant
